champion,Summoner_name,win,assists,spell1,spell2,totalDamageDealt,goldEarned,champLevel,deaths,firstBloodKill,firstTowerKill,individualPosition,kills,physicalDamageDealt,magicDamageDealt,trueDamageDealt,wardsPlaced,matchId,gameDuration
Varus,SC lolbin,1,12,SummonerExhaust,SummonerFlash,172965,18323,17,8,1,0,BOTTOM,21,55847,111869,5247,12,EUW1_6309063617,2194
Lux,a little shy,1,33,SummonerDot,SummonerFlash,162981,16184,18,5,0,1,UTILITY,7,8340,143043,11598,18,EUW1_6309063617,2194
Jayce,Zerovskij,0,8,SummonerFlash,SummonerTeleport,221129,12839,17,7,0,0,TOP,3,193062,26917,1150,13,EUW1_6309063617,2194
LeeSin,Kim Jong Gandih,0,16,SummonerFlash,SummonerSmite,208233,11934,16,15,0,0,JUNGLE,3,130313,46812,31105,15,EUW1_6309063617,2194
AurelionSol,Peppe2502,0,13,SummonerTeleport,SummonerFlash,206111,15285,18,9,0,0,MIDDLE,6,7964,180673,17474,1,EUW1_6309063617,2194
Katarina,Amico Mio,0,10,SummonerDot,SummonerFlash,223892,18916,17,13,0,0,BOTTOM,19,9189,213159,1544,8,EUW1_6309063617,2194
Nautilus,ErrGeGiu,0,14,SummonerExhaust,SummonerFlash,33513,9057,15,13,0,0,UTILITY,2,10547,15385,7580,25,EUW1_6309063617,2194
Urgot,VERY SEXY ADC,0,1,SummonerTeleport,SummonerFlash,135659,9912,14,9,0,0,TOP,4,123545,0,12114,6,EUW1_6308874047,1581
Viego,CrimsonV0id,0,6,SummonerSmite,SummonerFlash,128701,12353,13,7,0,0,JUNGLE,10,97099,9134,22467,4,EUW1_6308874047,1581
Annie,HORNY PDF FILE,0,11,SummonerFlash,SummonerDot,62140,9839,13,8,0,0,MIDDLE,7,6158,54675,1306,8,EUW1_6308874047,1581
Aphelios,N4z1r,0,3,SummonerHeal,SummonerFlash,94353,7862,11,14,0,0,BOTTOM,4,84391,1856,8105,8,EUW1_6308874047,1581
Yuumi,djtrexi,0,8,SummonerDot,SummonerExhaust,6941,6516,11,10,0,0,UTILITY,1,550,4982,1408,16,EUW1_6308874047,1581
Sylas,SecretsPrompt,1,11,SummonerTeleport,SummonerFlash,81147,11177,15,4,0,0,MIDDLE,10,8782,65740,6625,12,EUW1_6308874047,1581
Hecarim,Zerovskij,1,9,SummonerHaste,SummonerSmite,208844,12311,15,6,0,0,JUNGLE,9,152201,17016,39626,6,EUW1_6308874047,1581
Alistar,Kim Jong Gandih,1,8,SummonerFlash,SummonerTeleport,96504,9935,15,3,0,0,TOP,3,22805,67551,6147,5,EUW1_6308874047,1581
Yasuo,Amico Mio,1,10,SummonerExhaust,SummonerFlash,252459,18532,16,7,1,1,BOTTOM,21,244260,8199,0,4,EUW1_6308874047,1581
Blitzcrank,ErrGeGiu,1,18,SummonerDot,SummonerFlash,21834,8749,12,6,0,0,UTILITY,5,8782,9786,3265,7,EUW1_6308874047,1581
MissFortune,ErrGeGiu,1,9,SummonerHeal,SummonerFlash,105031,11981,17,18,0,0,BOTTOM,2,84311,12783,7936,11,EUW1_6305126767,2608
Belveth,Amico Mio,1,8,SummonerSmite,SummonerFlash,541732,23804,18,12,0,0,JUNGLE,12,348465,72256,121007,2,EUW1_6305126767,2608
Vladimir,Predator9612,1,9,SummonerFlash,SummonerDot,241634,21973,18,10,0,0,MIDDLE,17,10463,219427,11742,11,EUW1_6305126767,2608
Alistar,Kim Jong Gandih,1,10,SummonerFlash,SummonerTeleport,185896,15525,18,5,0,0,TOP,7,34670,111611,39615,15,EUW1_6305126767,2608
Ashe,Zerovskij,1,18,SummonerFlash,SummonerExhaust,92424,15213,18,13,0,0,UTILITY,7,81145,7357,3921,43,EUW1_6305126767,2608
Garen,Neverland Kiwan,0,9,SummonerFlash,SummonerDot,281255,18897,18,3,0,0,TOP,12,236704,14281,30269,17,EUW1_6305126767,2608
RekSai,Doreettorac,0,12,SummonerFlash,SummonerSmite,167108,13680,16,16,1,0,JUNGLE,8,118671,3581,44855,15,EUW1_6305126767,2608
Fizz,Mifune02,0,14,SummonerFlash,SummonerDot,168735,14251,17,11,0,0,MIDDLE,7,27073,138235,3425,17,EUW1_6305126767,2608
Caitlyn,EDE Rune,0,8,SummonerHeal,SummonerFlash,185763,15068,16,10,0,0,BOTTOM,10,176125,5540,4097,7,EUW1_6305126767,2608
Lux,EDE Shy,0,20,SummonerFlash,SummonerExhaust,120993,17582,17,5,0,0,UTILITY,21,5399,114337,1256,33,EUW1_6305126767,2608
Mordekaiser,SkulbIaka,1,14,SummonerFlash,SummonerTeleport,193725,15831,18,8,0,0,TOP,7,21649,168440,3636,9,EUW1_6303074885,2006
Nocturne,Amico Mio,1,9,SummonerSmite,SummonerFlash,300518,17338,18,8,1,0,JUNGLE,15,241000,10265,49253,2,EUW1_6303074885,2006
Galio,Kim Jong Gandih,1,24,SummonerFlash,SummonerDot,146794,14047,17,6,0,0,MIDDLE,9,5503,139713,1578,9,EUW1_6303074885,2006
Xayah,73Ø,1,12,SummonerExhaust,SummonerFlash,206945,14735,16,4,0,0,BOTTOM,8,189096,2768,15081,11,EUW1_6303074885,2006
Alistar,FlickMickWizardo,1,17,SummonerDot,SummonerFlash,26028,9668,15,7,0,0,UTILITY,3,7766,11649,6612,23,EUW1_6303074885,2006
Chogath,Akali góes brrr,0,11,SummonerFlash,SummonerTeleport,129345,12395,15,8,0,0,TOP,8,33032,81937,14375,12,EUW1_6303074885,2006
Hecarim,759846,0,19,SummonerHaste,SummonerSmite,265764,13585,16,9,0,0,JUNGLE,8,198004,21768,45991,7,EUW1_6303074885,2006
Veigar,TAVO DEIVYDELIS,0,11,SummonerTeleport,SummonerFlash,173832,12255,16,8,0,0,MIDDLE,6,16820,153829,3183,5,EUW1_6303074885,2006
Samira,Klemenko3,0,11,SummonerFlash,SummonerHeal,157917,16020,16,8,0,0,BOTTOM,10,144136,12758,1022,13,EUW1_6303074885,2006
Nautilus,EU Nitram,0,18,SummonerFlash,SummonerDot,36273,7843,14,9,0,0,UTILITY,1,8891,20297,7084,35,EUW1_6303074885,2006
Sion,Predator9612,0,4,SummonerFlash,SummonerDot,85156,7346,12,12,0,0,TOP,2,58411,13695,13049,6,EUW1_6297544926,1682
Rammus,ErrGeGiu,0,6,SummonerSmite,SummonerFlash,85837,7233,12,11,0,0,JUNGLE,2,16882,46905,22049,5,EUW1_6297544926,1682
Gragas,Kim Jong Gandih,0,8,SummonerFlash,SummonerTeleport,126905,9984,16,5,0,0,MIDDLE,4,13782,102451,10671,5,EUW1_6297544926,1682
Ziggs,Zerovskij,0,5,SummonerFlash,SummonerExhaust,119010,11645,13,6,0,0,BOTTOM,7,8387,101960,8662,10,EUW1_6297544926,1682
Malphite,Amico Mio,0,6,SummonerDot,SummonerFlash,61162,8543,12,10,0,0,UTILITY,5,15227,29557,16377,10,EUW1_6297544926,1682
Jayce,Erukûn,1,11,SummonerFlash,SummonerTeleport,136426,13778,15,4,0,0,TOP,11,121166,14541,718,9,EUW1_6297544926,1682
Diana,NNO Korbi APAB,1,14,SummonerSmite,SummonerFlash,301566,15459,17,1,0,1,JUNGLE,9,48809,214030,38727,2,EUW1_6297544926,1682
Irelia,Primaa,1,10,SummonerFlash,SummonerDot,90001,10974,14,6,0,0,MIDDLE,9,74861,13622,1518,9,EUW1_6297544926,1682
Teemo,Bluepaint ,1,5,SummonerFlash,SummonerHeal,114655,10945,14,5,0,0,BOTTOM,7,31642,67233,15779,9,EUW1_6297544926,1682
Karma,Rickzian3,1,20,SummonerDot,SummonerFlash,44810,10987,14,4,1,0,UTILITY,8,4021,40418,370,25,EUW1_6297544926,1682
Shen,Predator9612,1,26,SummonerFlash,SummonerTeleport,84215,12478,17,9,0,0,TOP,4,37195,35522,11497,10,EUW1_6297464743,2343
Vi,ErrGeGiu,1,13,SummonerSmite,SummonerFlash,233953,13291,17,10,0,0,JUNGLE,6,192860,0,41092,6,EUW1_6297464743,2343
AurelionSol,Kim Jong Gandih,1,16,SummonerFlash,SummonerTeleport,208607,18872,18,8,0,0,MIDDLE,15,8272,186939,13394,9,EUW1_6297464743,2343
Jinx,Zerovskij,1,21,SummonerFlash,SummonerExhaust,225354,17328,17,11,0,1,BOTTOM,11,220773,2368,2212,15,EUW1_6297464743,2343
Lux,Amico Mio,1,16,SummonerDot,SummonerFlash,205764,17373,17,12,0,0,UTILITY,18,10143,191652,3968,16,EUW1_6297464743,2343
MonkeyKing,Melo683,0,12,SummonerFlash,SummonerDot,230437,20469,18,8,0,0,TOP,19,199216,26133,5088,16,EUW1_6297464743,2343
Belveth,piromane2,0,11,SummonerFlash,SummonerSmite,215474,12498,17,14,0,0,JUNGLE,3,153411,6276,55784,10,EUW1_6297464743,2343
Pantheon,DeKuSmAsH14,0,8,SummonerFlash,SummonerDot,115737,12697,17,7,0,0,MIDDLE,7,107506,4599,3631,11,EUW1_6297464743,2343
MissFortune,Yers1niapestis,0,18,SummonerFlash,SummonerHeal,278869,17804,18,14,0,0,BOTTOM,8,251316,4953,22599,15,EUW1_6297464743,2343
Morgana,kurumi12,0,16,SummonerFlash,SummonerDot,116655,15002,16,11,1,0,UTILITY,13,4831,109893,1930,30,EUW1_6297464743,2343
Jhin,Predator9612,0,5,SummonerFlash,SummonerHeal,99084,11898,12,3,0,0,BOTTOM,14,92436,6605,43,3,EUW1_6296346497,1223
Amumu,ErrGeGiu,0,10,SummonerSmite,SummonerFlash,98538,6834,10,4,0,0,JUNGLE,2,16853,53803,27881,4,EUW1_6296346497,1223
Pyke,Kim Jong Gandih,0,9,SummonerFlash,SummonerDot,23656,6642,9,5,0,0,UTILITY,5,18158,0,5497,6,EUW1_6296346497,1223
Gragas,Zerovskij,0,3,SummonerFlash,SummonerTeleport,77616,8186,12,3,1,0,TOP,6,12570,57538,7507,8,EUW1_6296346497,1223
Vladimir,Amico Mio,0,6,SummonerHaste,SummonerDot,58401,6209,11,7,0,0,MIDDLE,2,8996,48608,796,4,EUW1_6296346497,1223
Diana,jonnymux,1,7,SummonerSmite,SummonerFlash,115708,9807,11,6,0,0,JUNGLE,8,23385,71055,21266,2,EUW1_6296346497,1223
Akshan,Legendary999,1,8,SummonerFlash,SummonerDot,52484,8260,11,5,0,0,MIDDLE,7,45787,3740,2956,5,EUW1_6296346497,1223
Jax,linuxkiller,1,3,SummonerDot,SummonerFlash,56545,6089,11,5,0,0,TOP,2,41403,15107,34,5,EUW1_6296346497,1223
Twitch,BALABALA007,1,3,SummonerHeal,SummonerFlash,27215,6068,10,8,0,0,BOTTOM,2,25835,33,1347,7,EUW1_6296346497,1223
Evelynn,DingoDongo420,1,5,SummonerFlash,SummonerDot,22717,5608,10,5,0,0,UTILITY,2,2462,18894,1360,8,EUW1_6296346497,1223
DrMundo,Predator9612,1,17,SummonerFlash,SummonerDot,72626,9473,13,7,0,0,TOP,7,42650,24210,5765,5,EUW1_6296296490,1435
Warwick,ErrGeGiu,1,9,SummonerSmite,SummonerFlash,120983,8561,13,5,0,0,JUNGLE,7,67507,28506,24969,6,EUW1_6296296490,1435
AurelionSol,Kim Jong Gandih,1,18,SummonerFlash,SummonerTeleport,87073,12144,14,7,0,0,MIDDLE,13,7395,73299,6378,5,EUW1_6296296490,1435
Twitch,Zerovskij,1,16,SummonerFlash,SummonerHeal,112564,13640,13,4,1,0,BOTTOM,15,104826,1195,6542,8,EUW1_6296296490,1435
Seraphine,Amico Mio,1,27,SummonerExhaust,SummonerFlash,87717,11907,13,2,0,0,UTILITY,11,9364,78353,0,4,EUW1_6296296490,1435
Aatrox,TimpleHD,0,4,SummonerTeleport,SummonerFlash,75639,10006,13,7,0,0,TOP,7,72289,0,3350,3,EUW1_6296296490,1435
JarvanIV,FreddyUrahara,0,9,SummonerFlash,SummonerSmite,97477,9766,11,10,0,0,JUNGLE,9,73860,6252,17363,8,EUW1_6296296490,1435
Pantheon,ABOSHREEF98,0,4,SummonerFlash,SummonerDot,74319,8115,12,11,0,0,JUNGLE,5,62397,9266,2655,3,EUW1_6296296490,1435
Samira,Liam610,0,4,SummonerBoost,SummonerFlash,73870,7851,12,13,0,0,BOTTOM,1,63388,10482,0,6,EUW1_6296296490,1435
Morgana,PrutkotFanboy,0,8,SummonerFlash,SummonerDot,45548,7750,11,12,0,0,UTILITY,3,3997,37121,4429,2,EUW1_6296296490,1435
Nasus,Chiruko,1,6,SummonerFlash,SummonerTeleport,132502,13753,16,5,0,0,TOP,13,117888,9837,4777,6,EUW1_6294408720,1611
JarvanIV,Budget JUGKING,1,13,SummonerSmite,SummonerFlash,195139,13462,15,6,0,0,JUNGLE,11,147092,11176,36869,10,EUW1_6294408720,1611
Lux,Auræs,1,16,SummonerFlash,SummonerBarrier,103264,11726,15,1,0,0,MIDDLE,9,13285,89152,826,9,EUW1_6294408720,1611
Yasuo,xLgdHellxtrem,1,6,SummonerExhaust,SummonerFlash,112397,10378,14,5,0,0,BOTTOM,4,101288,9683,1425,5,EUW1_6294408720,1611
Rakan,GoofyAAH support,1,19,SummonerFlash,SummonerDot,38197,8905,13,6,0,0,UTILITY,3,8549,16682,12965,29,EUW1_6294408720,1611
Gangplank,ITickle Your Mom,0,6,SummonerFlash,SummonerTeleport,134107,11124,14,10,0,0,TOP,3,115651,5751,12704,9,EUW1_6294408720,1611
Amumu,جراح ,0,6,SummonerFlash,SummonerSmite,164381,10505,13,8,0,0,JUNGLE,8,20127,105116,39136,5,EUW1_6294408720,1611
Ahri,BaradaRecôrdZ Ed,0,4,SummonerFlash,SummonerDot,87307,7982,13,6,0,0,MIDDLE,3,9253,47988,30066,10,EUW1_6294408720,1611
Jinx,Amico Mio,0,7,SummonerHaste,SummonerFlash,146877,12159,14,9,1,0,BOTTOM,9,133596,537,12742,7,EUW1_6294408720,1611
Karma,Kim Jong Gandih,0,11,SummonerFlash,SummonerExhaust,25344,7084,11,7,0,1,UTILITY,0,3542,21695,106,17,EUW1_6294408720,1611
Sett,la chieneté,0,0,SummonerDot,SummonerFlash,90771,7537,14,8,0,0,TOP,1,79024,70,11675,5,EUW1_6292296362,1741
Kayn,ImpossibleClimb,0,4,SummonerSmite,SummonerFlash,237690,13535,15,4,0,0,JUNGLE,10,199662,1876,36151,2,EUW1_6292296362,1741
Malzahar,Jìn Mori,0,5,SummonerFlash,SummonerTeleport,147362,10252,16,4,0,0,MIDDLE,4,8491,131336,7535,12,EUW1_6292296362,1741
Varus,Zerovskij,0,8,SummonerFlash,SummonerHeal,93111,8290,12,5,0,0,BOTTOM,1,87231,5297,582,11,EUW1_6292296362,1741
Brand,Kim Jong Gandih,0,8,SummonerFlash,SummonerDot,52143,8575,13,9,0,0,UTILITY,4,3754,47559,830,18,EUW1_6292296362,1741
Poppy,GFMA Origin,1,0,SummonerFlash,SummonerDot,164066,13447,17,2,1,1,TOP,9,152648,7460,3958,8,EUW1_6292296362,1741
Olaf,JawadJ786,1,6,SummonerSmite,SummonerFlash,226494,13044,15,4,0,0,JUNGLE,9,158000,1249,67243,6,EUW1_6292296362,1741
KogMaw,ThyCrow,1,8,SummonerFlash,SummonerTeleport,142192,10455,15,6,0,0,MIDDLE,4,20707,115025,6460,6,EUW1_6292296362,1741
Caitlyn,STJupper,1,8,SummonerFlash,SummonerHeal,143089,11948,14,6,0,0,BOTTOM,6,140543,2257,288,12,EUW1_6292296362,1741
Janna,Sivendis,1,13,SummonerFlash,SummonerExhaust,29862,8714,13,2,0,0,UTILITY,2,3419,26389,54,21,EUW1_6292296362,1741
Riven,nyggio,0,1,SummonerDot,SummonerFlash,99029,11542,14,7,0,0,TOP,10,94606,0,4423,3,EUW1_6292240195,1601
Udyr,Emzix,0,4,SummonerSmite,SummonerHaste,114144,7644,12,4,0,0,JUNGLE,2,32058,57894,24191,1,EUW1_6292240195,1601
Jayce,Kkayy,0,0,SummonerDot,SummonerFlash,110617,9277,14,7,0,0,MIDDLE,4,100868,9166,582,1,EUW1_6292240195,1601
Kaisa,Byyu3006,0,4,SummonerFlash,SummonerExhaust,88882,8206,12,8,0,0,BOTTOM,4,73968,11432,3481,4,EUW1_6292240195,1601
Veigar,Drágonsláyér,0,5,SummonerFlash,SummonerDot,38341,6195,12,6,0,0,UTILITY,0,2789,35213,338,25,EUW1_6292240195,1601
Darius,Dariusrule34,1,6,SummonerFlash,SummonerHaste,141621,12578,15,7,0,0,TOP,7,130030,0,11590,7,EUW1_6292240195,1601
Shaco,i H3AR VOICES XD,1,7,SummonerDot,SummonerSmite,188958,14082,15,2,0,1,JUNGLE,16,116237,36827,35893,0,EUW1_6292240195,1601
Anivia,Roalla888,1,7,SummonerFlash,SummonerDot,84874,10571,15,3,0,0,MIDDLE,5,14240,64893,5740,10,EUW1_6292240195,1601
Ezreal,Zerovskij,1,9,SummonerFlash,SummonerHeal,113759,10076,13,3,0,0,BOTTOM,3,94956,14288,4515,10,EUW1_6292240195,1601
Janna,Kim Jong Gandih,1,13,SummonerFlash,SummonerDot,23242,7465,12,5,1,0,UTILITY,1,4280,18443,518,17,EUW1_6292240195,1601
Irelia,DARIUS on my CHO,0,5,SummonerDot,SummonerTeleport,309461,20984,18,10,0,1,TOP,16,235916,68206,5338,11,EUW1_6290539373,2132
Amumu,Amico Mio,0,9,SummonerSmite,SummonerFlash,270740,13667,16,8,0,0,JUNGLE,4,34004,160368,76368,4,EUW1_6290539373,2132
Yone,Kim Jong Gandih,0,5,SummonerFlash,SummonerDot,230959,13711,17,9,1,0,MIDDLE,5,186771,27754,16434,8,EUW1_6290539373,2132
Sivir,GluckGluck4090,0,4,SummonerFlash,SummonerHeal,207468,12205,15,8,0,0,BOTTOM,3,198953,0,8515,11,EUW1_6290539373,2132
Soraka,Tiuty,0,8,SummonerFlash,SummonerExhaust,18629,9384,14,8,0,0,UTILITY,3,2902,15475,251,40,EUW1_6290539373,2132
Kaisa,PIRE QUE LE CRAK,1,11,SummonerTeleport,SummonerFlash,155345,13878,16,9,0,0,TOP,5,125384,25320,4640,13,EUW1_6290539373,2132
Trundle,BestKackBratze,1,19,SummonerFlash,SummonerSmite,200090,14785,17,8,0,0,JUNGLE,13,163298,5353,31438,11,EUW1_6290539373,2132
AurelionSol,jinhaocpp,1,15,SummonerFlash,SummonerExhaust,190096,18139,18,4,0,0,MIDDLE,14,7482,167652,14961,11,EUW1_6290539373,2132
Xayah,FF15IfSuppTrash,1,17,SummonerHeal,SummonerFlash,249151,15094,17,6,0,0,BOTTOM,7,235902,9908,3340,11,EUW1_6290539373,2132
Nami,Chant4l,1,20,SummonerFlash,SummonerDot,22351,9731,16,4,0,0,UTILITY,4,3962,16690,1698,22,EUW1_6290539373,2132
Jax,safe and win,1,4,SummonerFlash,SummonerDot,155882,14977,16,6,1,1,TOP,10,105975,39635,10271,7,EUW1_6290484219,1878
Kayn,VIforVIctory69,1,7,SummonerFlash,SummonerSmite,211439,14789,16,9,0,0,JUNGLE,11,181725,2907,26806,1,EUW1_6290484219,1878
Xerath,MustiZZ,1,10,SummonerFlash,SummonerBarrier,169705,14506,16,1,0,0,MIDDLE,14,12141,155616,1947,13,EUW1_6290484219,1878
Ezreal,Super Starlite,1,15,SummonerHaste,SummonerFlash,174653,14058,16,0,0,0,BOTTOM,6,135617,24904,14131,5,EUW1_6290484219,1878
Blitzcrank,LordSebse,1,23,SummonerFlash,SummonerDot,25773,10384,14,6,0,0,UTILITY,5,6752,13335,5685,36,EUW1_6290484219,1878
Darius,Yªsuo,0,5,SummonerFlash,SummonerHaste,109787,8252,15,6,0,0,TOP,0,105787,480,3520,12,EUW1_6290484219,1878
Ekko,xXiTiiMoXx,0,7,SummonerFlash,SummonerSmite,181960,12197,14,9,0,0,JUNGLE,6,23136,124966,33857,10,EUW1_6290484219,1878
Morgana,n4xm3,0,7,SummonerFlash,SummonerTeleport,109695,10549,15,9,0,0,MIDDLE,5,10120,98447,1128,6,EUW1_6290484219,1878
Kaisa,Kim Jong Gandih,0,5,SummonerFlash,SummonerHeal,116464,10719,14,9,0,0,BOTTOM,3,100056,12327,4081,8,EUW1_6290484219,1878
Lux,Amico Mio,0,9,SummonerDot,SummonerFlash,106170,10171,14,13,0,0,UTILITY,8,5535,98647,1988,19,EUW1_6290484219,1878
Mordekaiser,DunkBeastBoy,0,5,SummonerFlash,SummonerDot,193181,14981,18,4,0,0,TOP,9,23726,163321,6132,12,EUW1_6290422237,2142
Kayn,Balr0g,0,7,SummonerFlash,SummonerSmite,262235,12771,16,10,0,0,JUNGLE,6,221512,1184,39538,3,EUW1_6290422237,2142
Sylas,ÄlexändëR,0,8,SummonerDot,SummonerFlash,175824,12250,17,8,0,0,MIDDLE,5,10611,156637,8575,12,EUW1_6290422237,2142
Veigar,Kim Jong Gandih,0,10,SummonerFlash,SummonerHeal,257804,14138,16,5,1,0,BOTTOM,7,10055,240803,6945,4,EUW1_6290422237,2142
Senna,Amico Mio,0,12,SummonerBarrier,SummonerFlash,150973,13223,16,5,0,0,UTILITY,7,147180,0,3793,19,EUW1_6290422237,2142
Sion,JunkieMaker,1,4,SummonerFlash,SummonerTeleport,313063,17525,18,11,0,1,TOP,4,257275,43310,12477,15,EUW1_6290422237,2142
Evelynn,AI SystemAbuser,1,7,SummonerFlash,SummonerSmite,246185,16068,18,6,0,0,JUNGLE,16,19209,184844,42132,4,EUW1_6290422237,2142
Jayce,Clancy8,1,5,SummonerDot,SummonerFlash,209139,14455,18,6,0,0,MIDDLE,6,180429,21904,6806,10,EUW1_6290422237,2142
Jhin,the Iast ADC,1,10,SummonerFlash,SummonerHeal,184368,13375,16,7,0,0,BOTTOM,5,157843,20897,5627,12,EUW1_6290422237,2142
Lux,Kaisa On Weed,1,10,SummonerDot,SummonerFlash,24319,8607,12,4,0,0,UTILITY,1,2562,19758,1998,17,EUW1_6290422237,2142
Belveth,Akiharu,1,6,SummonerTeleport,SummonerDot,109931,9486,15,4,1,0,TOP,1,88202,12967,8761,0,EUW1_6289824627,1508
JarvanIV,Tèrra,1,13,SummonerSmite,SummonerFlash,149480,14863,15,5,0,0,JUNGLE,19,121794,8310,19375,0,EUW1_6289824627,1508
Akali,SCR94,1,7,SummonerFlash,SummonerDot,97224,9658,15,1,0,0,MIDDLE,7,11416,78862,6945,0,EUW1_6289824627,1508
Jhin,Kim Jong Gandih,1,8,SummonerFlash,SummonerHeal,120882,11985,14,3,0,0,BOTTOM,8,105846,12300,2735,0,EUW1_6289824627,1508
Karma,Amico Mio,1,17,SummonerDot,SummonerFlash,47318,8870,13,3,0,0,UTILITY,3,7676,38518,1124,0,EUW1_6289824627,1508
Yasuo,KIre954,0,2,SummonerFlash,SummonerDot,140135,9570,14,8,0,1,TOP,2,121198,6883,12054,0,EUW1_6289824627,1508
Elise,naesblut,0,3,SummonerFlash,SummonerSmite,165463,10414,13,5,0,0,JUNGLE,5,25887,99681,39894,0,EUW1_6289824627,1508
Sylas,SoloQ latinlover,0,2,SummonerFlash,SummonerDot,72916,7129,12,9,0,0,MIDDLE,2,10435,56847,5633,0,EUW1_6289824627,1508
Xayah,Jean Euuud,0,4,SummonerHeal,SummonerFlash,88980,8369,12,7,0,0,BOTTOM,4,83178,0,5802,0,EUW1_6289824627,1508
Rell,Senecrane,0,7,SummonerDot,SummonerFlash,18493,6263,10,9,0,0,UTILITY,2,2520,11872,4100,0,EUW1_6289824627,1508
Camille,invocateur cruel,1,6,SummonerFlash,SummonerDot,141764,15374,17,9,0,0,TOP,16,111750,2565,27448,0,EUW1_6289763986,2007
XinZhao,jgmzu,1,22,SummonerSmite,SummonerFlash,201604,14533,17,6,0,0,JUNGLE,8,150629,13038,37935,0,EUW1_6289763986,2007
Zoe,JaaaaGuuuut,1,9,SummonerDot,SummonerFlash,106239,11913,16,8,0,0,MIDDLE,6,17480,83863,4895,0,EUW1_6289763986,2007
Kaisa,XØgath,1,12,SummonerFlash,SummonerHeal,220023,17354,17,12,0,0,BOTTOM,13,183575,21646,14802,0,EUW1_6289763986,2007
Brand,Gótico Culon,1,24,SummonerDot,SummonerFlash,127094,14983,17,12,0,0,UTILITY,9,6772,119301,1021,0,EUW1_6289763986,2007
Aatrox,NexusWinsGameBTW,0,13,SummonerTeleport,SummonerFlash,110397,11325,15,10,0,0,TOP,5,100945,0,9452,0,EUW1_6289763986,2007
Kayn,Nightmare In JNG,0,11,SummonerSmite,SummonerFlash,255762,13643,16,11,0,0,JUNGLE,10,210652,0,45110,0,EUW1_6289763986,2007
Gangplank,KingLABron6,0,7,SummonerFlash,SummonerDot,311024,21075,18,9,0,0,MIDDLE,15,262113,19515,29394,0,EUW1_6289763986,2007
Ezreal,Kim Jong Gandih,0,13,SummonerFlash,SummonerHeal,180429,15040,15,10,1,0,BOTTOM,13,148521,19433,12474,0,EUW1_6289763986,2007
Taric,Amico Mio,0,26,SummonerDot,SummonerFlash,58076,10905,15,12,0,0,UTILITY,4,12952,36003,9121,0,EUW1_6289763986,2007
Urgot,FIDEL CASTROO,0,14,SummonerTeleport,SummonerFlash,177480,14630,17,9,1,0,TOP,7,171165,2881,3434,0,EUW1_6289688762,2336
Gragas,She is tíght,0,14,SummonerFlash,SummonerSmite,294351,15130,18,10,0,0,JUNGLE,8,26780,218419,49150,0,EUW1_6289688762,2336
Ekko,VeryNiceVeryGood,0,7,SummonerDot,SummonerFlash,254611,18987,18,6,0,0,MIDDLE,13,24293,225368,4949,0,EUW1_6289688762,2336
Xayah, TěcK,0,10,SummonerBoost,SummonerFlash,179660,12877,16,9,0,0,BOTTOM,4,178207,1234,218,0,EUW1_6289688762,2336
Pyke,ErotherxD,0,10,SummonerFlash,SummonerDot,53646,13770,16,6,0,0,UTILITY,9,41668,0,11978,0,EUW1_6289688762,2336
Shen,JeyGrey,1,20,SummonerDot,SummonerHaste,116509,13152,18,7,0,0,TOP,5,41358,46512,28639,0,EUW1_6289688762,2336
Nocturne,Flusscreetaria,1,12,SummonerFlash,SummonerSmite,278546,16121,18,7,0,0,JUNGLE,7,226915,1446,50183,0,EUW1_6289688762,2336
Viktor,Papichulø,1,7,SummonerFlash,SummonerTeleport,307633,22214,18,8,0,1,MIDDLE,19,15040,284316,8277,0,EUW1_6289688762,2336
Aphelios,Kim Jong Gandih,1,14,SummonerFlash,SummonerBarrier,220372,14853,17,11,0,0,BOTTOM,6,193166,18235,8970,0,EUW1_6289688762,2336
Lulu,Amico Mio,1,22,SummonerDot,SummonerFlash,38648,10687,16,8,0,0,UTILITY,3,7897,29647,1103,0,EUW1_6289688762,2336
Teemo,Pokemontrainer70,0,12,SummonerFlash,SummonerDot,139274,10680,16,11,0,0,MIDDLE,5,25393,110940,2941,0,EUW1_6286601218,2013
JarvanIV,Logistiker EFZ,0,15,SummonerFlash,SummonerSmite,245825,15178,18,7,0,0,JUNGLE,9,185291,23278,37255,0,EUW1_6286601218,2013
Nasus,RattataKingL9,0,4,SummonerTeleport,SummonerHaste,260390,15486,18,8,1,0,TOP,8,176026,77041,7323,0,EUW1_6286601218,2013
Jhin,Señor Winchester,0,14,SummonerFlash,SummonerHeal,179012,14836,17,6,0,0,BOTTOM,11,161950,16446,616,0,EUW1_6286601218,2013
Lux,OKLM Groovy Boy,0,15,SummonerExhaust,SummonerFlash,99068,12274,16,8,0,0,UTILITY,9,5264,92546,1257,0,EUW1_6286601218,2013
Yorick,zgegdefeu,1,11,SummonerTeleport,SummonerFlash,228576,16017,18,8,0,0,TOP,8,177238,48612,2725,0,EUW1_6286601218,2013
Vi,realmexicanguy,1,10,SummonerSmite,SummonerFlash,279310,14976,18,4,0,0,JUNGLE,9,235670,2517,41123,0,EUW1_6286601218,2013
Karma,Kim Jong Gandih,1,10,SummonerFlash,SummonerTeleport,154408,12052,17,7,0,0,MIDDLE,7,17647,135161,1600,0,EUW1_6286601218,2013
